Price_UF,Comuna,Dorms,Baths,Built Area,Total Area,Parking,Realtor,UF_m2,log_price,log_area
5959.0,SanJoaquín,4,1,120.0,140.0,1,Desconocido,49.658333,8.692658,4.9416423
3104.0,Lampa,3,1,74.0,175.0,2,Cesar Galaz,41.945946,8.040447,5.164786
3742.0,Lampa,3,3,73.0,113.0,2,Desconocido,51.260273,8.227376,4.727388
4435.0,PadreHurtado,4,1,140.0,403.0,4,Nexxos,31.678572,8.397283,5.9989367
3330.0,LaGranja,3,2,131.0,162.0,3,Propital,25.419847,8.110727,5.0875964
25899.0,LaReina,5,4,250.0,800.0,3,Lyon y Balmaceda Ltda.,103.596,10.16196,6.684612
4300.0,PadreHurtado,2,3,82.0,166.0,2,Unne,52.439026,8.36637,5.1119876
3187.0,Renca,3,2,90.0,110.0,1,Ferrada & vial Spa,35.41111,8.066835,4.7004805
9850.0,LaReina,5,2,135.0,300.0,2,Desconocido,72.96296,9.195227,5.7037826
4532.0,Maipú,5,2,140.0,132.0,3,Nexxos,32.37143,8.418919,4.882802
13900.0,Providencia,3,2,129.0,211.0,2,ProUrbe Manquehue,107.75194,9.539644,5.351858
3046.0,Quilicura,4,2,110.0,145.0,4,Easyprop,27.690908,8.0215845,4.9767337
3656.0,Colina,3,2,77.0,120.0,2,Easyprop,47.48052,8.204125,4.787492
2991.0,Lampa,3,2,72.0,110.0,3,Easyprop,41.541668,8.003363,4.7004805
6375.0,Peñalolén,6,2,178.0,300.0,3,Easyprop,35.814606,8.760139,5.7037826
12400.0,LaFlorida,4,5,160.0,540.0,1,Desconocido,77.5,9.425452,6.291569
1940.0,LaGranja,3,1,67.0,101.0,1,Desconocido,28.955223,7.570443,4.6151204
4462.0,Maipú,3,3,72.0,93.0,1,Unne,61.97222,8.403353,4.5325994
13500.0,LasCondes,7,4,216.0,326.0,2,Sucursal El Bosque Sur,62.5,9.510445,5.786897
14800.0,Santiago,9,5,350.0,270.0,2,Easyprop,42.285713,9.602383,5.598422
14400.0,LasCondes,4,3,127.0,354.0,3,Welink Propiedades SpA,113.385826,9.574984,5.869297
31000.0,LoBarnechea,6,5,354.0,803.0,2,Viel la Dehesa SPA,87.57062,10.3417425,6.688355
22500.0,Vitacura,6,4,240.0,350.0,2,Viel Propiedades dos Ltda.,93.75,10.021271,5.857933
20000.0,LasCondes,4,3,190.0,490.0,4,Sucursal Cantagallo,105.26316,9.903487,6.1944056
7800.0,LaReina,3,3,125.0,220.0,3,Mi Llave,62.4,8.961879,5.3936276
4435.0,PadreHurtado,4,1,142.0,403.0,2,Nexxos,31.232395,8.397283,5.9989367
14900.0,LasCondes,6,5,218.0,369.0,3,ProUrbe Manquehue,68.348625,9.609117,5.9107966
4712.0,ElBosque,4,2,104.0,305.0,2,Nexxos,45.307693,8.457868,5.7203116
11800.0,LaReina,5,4,160.0,286.0,2,ProUrbe Manquehue,73.75,9.3758545,5.655992
11348.0,Peñalolén,5,4,140.0,320.0,3,Nexxos,81.057144,9.336797,5.768321
14490.0,Peñalolén,4,4,200.0,520.0,2,Nexxos,72.45,9.581214,6.253829
17900.0,Ñuñoa,6,4,240.0,434.0,3,Nexxos,74.583336,9.792556,6.073045
4074.0,Talagante,3,3,107.0,123.0,1,Nexxos,38.074768,8.312381,4.8121843
4450.0,Maipú,4,2,177.0,200.0,3,Nexxos,25.141243,8.40066,5.2983174
21900.0,LoBarnechea,4,4,169.0,296.0,12,Nexxos,129.5858,9.994242,5.6903596
11700.0,Vitacura,3,2,240.0,85.0,2,Nexxos,48.75,9.367344,4.4426513
3851.0,PuenteAlto,3,3,85.0,110.0,1,Unne,45.30588,8.256088,4.7004805
3603.0,Maipú,3,3,84.0,121.0,2,Unne,42.892857,8.189522,4.7957907
2301.0,Lampa,3,1,81.0,120.0,2,Unne,28.407408,7.741099,4.787492
5500.0,Pudahuel,5,3,145.0,289.0,2,Propital,37.931034,8.612503,5.6664267
3797.0,Maipú,3,3,96.0,121.0,1,Unne,39.552082,8.241966,4.7957907
14240.0,Colina,4,4,150.0,518.0,2,Unne,94.933334,9.56381,6.249975
3077.0,Peñalolén,2,1,65.0,121.0,2,Desconocido,47.338463,8.031711,4.7957907
3298.0,SanBernardo,3,2,90.0,120.0,2,Unne,36.644444,8.101071,4.787492
5072.0,PuenteAlto,3,2,152.0,141.0,1,Bissac,33.36842,8.53149,4.94876
3742.0,Renca,2,1,72.0,185.0,2,Unne,51.97222,8.227376,5.220356
4158.0,Peñalolén,4,2,153.0,146.0,2,Lorena Bavestrello,27.17647,8.332789,4.983607
2106.0,Melipilla,5,2,93.0,250.0,2,Desconocido,22.64516,7.652546,5.521461
3978.0,Maipú,3,2,70.0,146.0,1,Unne,56.82857,8.288534,4.983607
6500.0,Pudahuel,4,3,103.0,204.0,3,Propital,63.106796,8.779557,5.31812
5030.0,LaFlorida,3,3,99.0,137.0,1,Unne,50.808083,8.523175,4.919981
7982.0,Ñuñoa,4,2,76.0,150.0,2,Desconocido,105.02631,8.984944,5.0106354
5950.0,SanBernardo,4,3,136.0,180.0,2,Bao Propiedades,43.75,8.691147,5.192957
3600.0,Maipú,5,2,80.0,155.0,1,Desconocido,45.0,8.188689,5.043425
11600.0,Pudahuel,4,2,140.0,780.0,3,Propital,82.85714,9.358761,6.659294
17500.0,LoBarnechea,4,4,195.0,495.0,2,Desconocido,89.74359,9.769957,6.204558
2773.0,Maipú,4,1,70.0,85.0,2,Urbalia,39.614285,7.9276853,4.4426513
5488.0,PuenteAlto,3,3,114.0,242.0,2,Unne,48.14035,8.610319,5.488938
2910.0,SanBernardo,3,2,60.0,60.0,1,Mi espacio inmobiliario,48.5,7.9759083,4.0943446
6300.0,LaFlorida,3,3,84.0,109.0,1,Easyprop,75.0,8.748305,4.691348
31000.0,LoBarnechea,6,5,350.0,906.0,2,Unne,88.57143,10.3417425,6.809039
6239.0,LaFlorida,4,2,99.0,212.0,1,Desconocido,63.020203,8.738575,5.3565865
19999.0,Peñalolén,5,5,225.0,420.0,3,Desconocido,88.884445,9.903438,6.0402546
1940.0,SanBernardo,4,1,110.0,110.0,1,Desconocido,17.636364,7.570443,4.7004805
3271.0,PadreHurtado,3,2,69.0,114.0,1,Desconocido,47.405796,8.092851,4.7361984
2165.0,LaFlorida,3,1,43.0,123.0,2,Grupo Premium Propiedades Santiago,50.34884,7.680176,4.8121843
5800.0,PuenteAlto,4,3,92.0,350.0,2,Grupo Premium Propiedades Santiago,63.04348,8.665613,5.857933
5821.0,LaFlorida,4,3,119.0,200.0,3,Unne,48.915966,8.669228,5.2983174
8290.0,Colina,3,3,111.0,264.0,1,Desconocido,74.684685,9.022805,5.575949
10200.0,Peñalolén,4,3,108.0,300.0,4,Unne,94.44444,9.230143,5.7037826
10100.0,Colina,4,4,200.0,410.0,4,Easyprop,50.5,9.220291,6.016157
11400.0,LasCondes,3,2,102.0,352.0,2,Nexxos,111.76471,9.341369,5.8636312
9000.0,LaFlorida,5,4,140.0,300.0,2,Nexxos,64.28571,9.1049795,5.7037826
5268.0,PuenteAlto,3,3,100.0,140.0,2,Nexxos,52.68,8.5694065,4.9416423
1802.0,LoEspejo,4,2,95.0,162.0,2,Nexxos,18.968422,7.4966526,5.0875964
8900.0,Peñalolén,3,3,118.0,218.0,3,Easyprop,75.42373,9.093806,5.3844953
11800.0,LaReina,4,4,160.0,286.0,1,Sucursal Cantagallo,73.75,9.3758545,5.655992
16400.0,LasCondes,4,2,187.0,385.0,2,Berrios Zegers,87.70053,9.705037,5.9532433
5956.0,Macul,3,1,86.0,264.0,3,Nexxos,69.25581,8.692154,5.575949
5290.0,PuenteAlto,3,2,100.0,252.0,2,Easyprop,52.9,8.573573,5.529429
30000.0,Ñuñoa,4,2,105.0,430.0,2,Sucursal El Bosque Sur,285.7143,10.308952,6.063785
7100.0,Huechuraba,4,3,140.0,200.0,2,Easyprop,50.714287,8.86785,5.2983174
12500.0,Peñalolén,4,2,125.0,333.0,2,Easyprop,100.0,9.433484,5.8081427
3465.0,SanJoaquín,3,1,70.0,129.0,1,Unne,49.5,8.150468,4.8598123
20000.0,Providencia,4,3,180.0,428.0,1,Nexxos,111.111115,9.903487,6.059123
2470.0,LoPrado,5,1,117.0,90.0,2,Houm,21.11111,7.8119736,4.4998097
4158.0,PuenteAlto,3,3,90.0,120.0,2,Unne,46.2,8.332789,4.787492
2106.0,LaFlorida,3,1,90.0,144.0,1,Nexxos,23.4,7.652546,4.9698133
9700.0,LaCisterna,4,1,100.0,330.0,3,Unne,97.0,9.179881,5.799093
2001.0,SanBernardo,3,2,55.0,60.0,1,Nexxos,36.381817,7.6014023,4.0943446
4712.0,PuenteAlto,3,2,83.0,118.0,2,Desconocido,56.771084,8.457868,4.7706847
11000.0,LasCondes,4,3,125.0,250.0,3,Desconocido,88.0,9.305651,5.521461
3326.0,LoPrado,3,1,120.0,180.0,3,Unne,27.716667,8.109526,5.192957
6098.0,LaFlorida,3,3,200.0,250.0,2,Unne,30.49,8.715716,5.521461
6098.0,QuintaNormal,5,2,210.0,410.0,4,Unne,29.038095,8.715716,6.016157
3465.0,Maipú,3,2,90.0,110.0,2,alejandra escanilla garrido,38.5,8.150468,4.7004805
2633.0,PuenteAlto,6,2,117.0,180.0,2,Unne,22.504274,7.8758793,5.192957
2223.0,LoEspejo,3,1,68.0,125.0,2,Nexxos,32.691177,7.706613,4.828314
4495.0,PuenteAlto,4,2,90.0,187.0,1,Desconocido,49.944443,8.410721,5.2311087
11900.0,Ñuñoa,4,2,139.0,519.0,3,Easyprop,85.61151,9.384294,6.251904
4700.0,Lampa,4,3,120.0,200.0,2,Unne,39.166668,8.4553175,5.2983174
3548.0,Macul,4,2,87.0,171.0,2,Desconocido,40.78161,8.174139,5.1416636
2000.0,PuenteAlto,2,1,51.0,61.0,1,Desconocido,39.215687,7.6009026,4.1108737
6929.0,PuenteAlto,3,2,150.0,250.0,3,Desconocido,46.193333,8.843471,5.521461
4850.0,Maipú,4,4,114.0,150.0,3,Nexxos,42.54386,8.486734,5.0106354
2190.0,PuenteAlto,3,2,65.0,82.0,2,Desconocido,33.692307,7.691657,4.406719
8260.0,SanMiguel,4,3,135.0,160.0,2,Desconocido,61.185184,9.01918,5.075174
7500.0,Buin,3,3,138.0,240.0,2,Desconocido,54.347828,8.922658,5.480639
1912.0,Lampa,4,1,80.0,100.0,2,Cesar Galaz,23.9,7.5559053,4.6051702
3800.0,Lampa,3,2,70.0,208.0,2,Cesar Galaz,54.285713,8.242756,5.3375382
2023.0,Lampa,2,1,49.0,116.0,1,Cesar Galaz,41.285713,7.6123366,4.75359
2966.0,Quilicura,3,1,83.0,99.0,1,Cesar Galaz,35.73494,7.9949694,4.59512
3500.0,Lampa,3,2,75.0,200.0,2,Cesar Galaz,46.666668,8.160519,5.2983174
5200.0,Lampa,3,3,144.0,300.0,2,Cesar Galaz,36.11111,8.556414,5.7037826
4400.0,Lampa,3,3,111.0,260.0,2,Cesar Galaz,39.63964,8.389359,5.560682
3800.0,Lampa,3,2,65.0,150.0,2,Cesar Galaz,58.46154,8.242756,5.0106354
4500.0,Lampa,3,3,80.0,155.0,4,Unne,56.25,8.411833,5.043425
1500.0,QuintaNormal,2,1,50.0,161.0,1,Desconocido,30.0,7.3132205,5.081404
5000.0,Maipú,4,4,114.0,160.0,6,Nexxos,43.85965,8.517193,5.075174
2287.0,SanRamón,3,1,162.0,51.0,1,Paula Vivanco Arenas,14.117284,7.7349963,3.9318256
8038.0,Talagante,4,3,100.0,350.0,3,Unne,80.38,8.991936,5.857933
6376.0,ElBosque,5,2,126.0,315.0,4,Grupo Premium Propiedades Santiago,50.603176,8.760296,5.7525725
3742.0,Conchalí,4,1,90.0,160.0,2,Grupo Premium Propiedades Santiago,41.577778,8.227376,5.075174
7400.0,ElBosque,3,3,182.0,251.0,3,Grupo Premium Propiedades Santiago,40.65934,8.909235,5.525453
3096.0,ElBosque,3,1,170.0,184.0,1,Grupo Premium Propiedades Santiago,18.211765,8.037867,5.214936
3200.0,LoPrado,4,2,88.0,200.0,2,Desconocido,36.363636,8.070906,5.2983174
12900.0,Vitacura,4,2,164.0,252.0,2,Cata Brochet,78.65854,9.464983,5.529429
7800.0,Colina,3,3,99.0,210.0,1,Easyprop,78.78788,8.961879,5.3471074
20900.0,LoBarnechea,5,4,263.0,400.0,3,Berrios Zegers,79.46768,9.947504,5.9914646
9300.0,Melipilla,5,2,180.0,700.0,2,Unne,51.666668,9.13777,6.55108
11400.0,LasCondes,3,2,100.0,360.0,3,Unne,114.0,9.341369,5.886104
3465.0,Macul,4,2,105.0,80.0,1,Unne,33.0,8.150468,4.3820267
4250.0,Buin,3,3,97.0,162.0,1,Unne,43.814434,8.354674,5.0875964
4573.0,Pudahuel,4,3,100.0,100.0,2,Unne,45.73,8.427925,4.6051702
3603.0,Maipú,3,1,50.0,118.0,2,Unne,72.06,8.189522,4.7706847
6399.0,Huechuraba,4,3,133.0,195.0,2,Nieto & Stone Propiedades,48.11278,8.763897,5.273
4099.0,Colina,3,2,84.0,175.0,1,Propital,48.79762,8.318499,5.164786
14200.0,Peñalolén,4,4,140.0,350.0,2,Easyprop,101.42857,9.560997,5.857933
3400.0,LaFlorida,3,2,72.0,97.0,1,Mi Llave,47.22222,8.131531,4.574711
1965.0,Maipú,2,2,63.0,72.0,1,Easyprop,31.190475,7.5832477,4.276666
22900.0,LasCondes,8,5,220.0,792.0,4,ProUrbe Manquehue,104.09091,10.038892,6.6745615
12499.0,Macul,5,2,145.0,479.0,3,Nexxos,86.2,9.433404,6.1717005
12900.0,LaReina,5,4,145.0,335.0,2,Unne,88.965515,9.464983,5.814131
11490.0,LaFlorida,4,3,137.0,396.0,2,Nexxos,83.868614,9.349233,5.9814143
5700.0,PuenteAlto,3,3,109.0,124.0,1,Vip Gestion Inmobiliaria,52.29358,8.648221,4.8202815
7870.0,Quilicura,3,2,130.0,450.0,2,Vip Gestion Inmobiliaria,60.53846,8.970814,6.1092477
9300.0,PadreHurtado,6,4,270.0,345.0,3,Tsi Property,34.444443,9.13777,5.8435445
11090.0,Providencia,4,2,161.0,270.0,3,Nexxos,68.88199,9.313799,5.598422
4400.0,PuenteAlto,3,3,72.0,120.0,1,Nexxos,61.11111,8.389359,4.787492
6150.0,LaCisterna,4,3,130.0,180.0,2,Nexxos,47.307693,8.724207,5.192957
22500.0,Colina,4,4,285.0,800.0,2,Nexxos,78.947365,10.021271,6.684612
13500.0,LasCondes,5,3,300.0,600.0,3,Nexxos,45.0,9.510445,6.3969297
3850.0,EstaciónCentral,3,1,122.0,180.0,2,Nexxos,31.557377,8.255829,5.192957
4950.0,Quilicura,3,2,77.0,128.0,3,Nexxos,64.28571,8.507143,4.8520303
6098.0,Peñalolén,3,3,88.0,240.0,3,Jorge Pablo Caro Propiedades,69.295456,8.715716,5.480639
1996.0,SanBernardo,2,1,48.0,61.0,1,Ma. Solange Dahmen,41.583332,7.5989003,4.1108737
2910.0,PadreHurtado,4,3,120.0,236.0,2,Ma. Solange Dahmen,24.25,7.9759083,5.463832
3282.0,Quilicura,3,2,91.0,80.0,3,Vip Gestion Inmobiliaria,36.065933,8.096209,4.3820267
4715.0,Pudahuel,3,3,130.0,141.0,1,Desconocido,36.26923,8.458505,4.94876
8290.0,Ñuñoa,1,2,102.0,102.0,1,Nexxos,81.27451,9.022805,4.624973
4019.0,Quilicura,3,2,77.0,114.0,1,Ascaim Propiedades,52.194805,8.298788,4.7361984
4850.0,Maipú,4,2,90.0,108.0,2,Desconocido,53.88889,8.486734,4.6821313
4578.0,ElBosque,5,2,122.0,300.0,1,Vip Gestion Inmobiliaria,37.52459,8.429017,5.7037826
6120.0,SanJoaquín,2,1,109.0,360.0,2,Desconocido,56.14679,8.719317,5.886104
15800.0,LoBarnechea,5,4,164.0,375.0,11,Easyprop,96.34146,9.667766,5.926926
3742.0,Conchalí,4,2,134.0,180.0,2,Vip Gestion Inmobiliaria,27.925373,8.227376,5.192957
2419.0,Quilicura,4,1,82.0,83.0,2,Vip Gestion Inmobiliaria,29.5,7.7911096,4.4188404
2217.0,CerroNavia,4,2,150.0,162.0,2,Desconocido,14.78,7.7039104,5.0875964
2912.0,ElBosque,6,2,141.0,152.0,3,Desconocido,20.652483,7.9765954,5.0238805
18500.0,Peñalolén,4,4,180.0,789.0,2,Jorge Pablo Caro Propiedades,102.77778,9.825526,6.6707664
2162.0,Talagante,2,2,80.0,139.0,1,Desconocido,27.025,7.678789,4.934474
3326.0,Melipilla,4,2,138.0,280.0,1,Propiedades Centro Santiago SPA,24.10145,8.109526,5.6347895
3326.0,PuenteAlto,6,3,120.0,130.0,1,Sandra Propiedades,27.716667,8.109526,4.8675346
4989.0,LaCisterna,9,3,250.0,273.0,2,Metro cúbico propiedades,19.956,8.514991,5.609472
3100.0,LaGranja,3,2,84.0,126.0,2,Metro cúbico propiedades,36.904762,8.039158,4.836282
10671.0,Ñuñoa,8,4,250.0,375.0,5,Metro cúbico propiedades,42.684,9.275285,5.926926
3326.0,Lampa,3,3,75.0,103.0,1,Desconocido,44.34667,8.109526,4.634729
3298.0,SanBernardo,3,2,90.0,120.0,2,Mundo Propiedades Chile,36.644444,8.101071,4.787492
3750.0,PuenteAlto,3,1,63.0,185.0,2,Ambiento Propiedades,59.52381,8.229511,5.220356
9000.0,Providencia,4,3,120.0,120.0,1,Vip Gestion Inmobiliaria,75.0,9.1049795,4.787492
4019.0,PuenteAlto,3,3,112.0,127.0,2,Desconocido,35.88393,8.298788,4.8441873
2200.0,SanRamón,3,1,100.0,152.0,1,Desconocido,22.0,7.696213,5.0238805
6350.0,Quilicura,4,3,120.0,200.0,2,Desconocido,52.916668,8.75621,5.2983174
2390.0,CerroNavia,3,1,80.0,162.0,2,Desconocido,29.875,7.7790484,5.0875964
2356.0,Macul,4,2,70.0,200.0,3,Desconocido,33.657143,7.7647204,5.2983174
15500.0,Vitacura,5,3,160.0,280.0,2,Vivaqui Propiedades,96.875,9.648595,5.6347895
3326.0,SanMiguel,3,1,64.0,140.0,2,Desconocido,51.96875,8.109526,4.9416423
9700.0,Colina,3,3,214.0,460.0,3,Easyprop,45.327103,9.179881,6.1312265
5900.0,PadreHurtado,3,3,112.0,143.0,2,Todo Propiedades,52.67857,8.682708,4.962845
12900.0,Vitacura,3,1,73.0,270.0,4,Berrios Zegers,176.71233,9.464983,5.598422
23990.0,LaReina,5,4,240.0,600.0,3,Easyprop,99.958336,10.085392,6.3969297
2560.0,Pudahuel,2,1,45.0,62.0,2,Easyprop,56.88889,7.8477626,4.1271343
1996.0,Renca,3,1,65.0,187.0,2,Unne,30.707693,7.5989003,5.2311087
9190.0,LaReina,3,3,137.0,293.0,2,Nexxos,67.08029,9.125872,5.6801724
6929.0,LaFlorida,4,4,135.0,185.0,2,Nexxos,51.325928,8.843471,5.220356
11800.0,LaFlorida,5,4,230.0,400.0,2,Nexxos,51.304348,9.3758545,5.9914646
6900.0,LaFlorida,4,2,120.0,200.0,1,Todo Propiedades,57.5,8.839276,5.2983174
18900.0,LasCondes,5,5,240.0,317.0,3,Bofill y  Asociados Ltda,78.75,9.846917,5.7589016
4019.0,Maipú,4,2,120.0,146.0,3,Desconocido,33.491665,8.298788,4.983607
4684.0,PuenteAlto,3,3,168.0,176.0,2,Grupo Premium Propiedades Santiago,27.880953,8.451908,5.170484
19900.0,LoBarnechea,4,4,190.0,606.0,3,Desconocido,104.73684,9.898475,6.40688
13500.0,LaFlorida,5,2,200.0,200.0,1,Movahome Corredores Integrados,67.5,9.510445,5.2983174
2200.0,Peñaflor,2,1,60.0,130.0,1,Movahome Corredores Integrados,36.666668,7.696213,4.8675346
5239.0,LaCisterna,6,3,161.0,510.0,2,Desconocido,32.54037,8.563886,6.234411
17900.0,Vitacura,4,4,170.0,250.0,2,Berrios Zegers,105.29412,9.792556,5.521461
18490.0,LasCondes,3,3,145.0,340.0,2,Berrios Zegers,127.51724,9.8249855,5.8289456
18500.0,LasCondes,5,4,314.0,568.0,3,Unne,58.9172,9.825526,6.3421216
4162.0,Maipú,4,2,84.0,157.0,1,Movahome Corredores Integrados,49.54762,8.333751,5.056246
2689.0,PuenteAlto,3,2,67.0,87.0,1,Movahome Corredores Integrados,40.134327,7.8969245,4.465908
15250.0,Maipú,3,2,171.0,800.0,5,Easyprop,89.18129,9.632335,6.684612
1441.0,Conchalí,2,1,56.0,126.0,1,Unne,25.732143,7.2730927,4.836282
2345.0,ElBosque,3,1,65.0,120.0,1,Mi Llave,36.076923,7.7600408,4.787492
3189.0,LaFlorida,3,1,59.0,104.0,1,Unne,54.050846,8.067463,4.644391
13800.0,Colina,4,4,188.0,455.0,2,Unne,73.40426,9.532424,6.1202974
5400.0,PuenteAlto,4,3,105.0,220.0,2,Unne,51.42857,8.594154,5.3936276
22000.0,LoBarnechea,3,3,205.0,500.0,2,ProUrbe Manquehue,107.31707,9.998797,6.214608
6700.0,Huechuraba,5,3,130.0,255.0,2,Nexxos,51.53846,8.809863,5.5412636
6375.0,Pudahuel,4,3,122.0,286.0,2,Corretajes Prosal,52.254097,8.760139,5.655992
16900.0,Ñuñoa,6,5,277.0,495.0,2,Todo Propiedades,61.01083,9.735069,6.204558
14500.0,Providencia,4,4,220.0,351.0,3,Todo Propiedades,65.90909,9.581904,5.8607864
2495.0,Paine,4,1,90.0,453.0,1,Brokers Inmobiliarios,27.722221,7.822044,6.115892
4800.0,Buin,3,3,86.0,200.0,3,Nexxos,55.813953,8.476371,5.2983174
2550.0,Quilicura,3,2,88.0,99.0,1,Unne,28.977272,7.8438487,4.59512
2051.0,Quilicura,2,1,56.0,88.0,2,Unne,36.625,7.626083,4.477337
4712.0,PuenteAlto,3,3,97.0,137.0,1,Unne,48.57732,8.457868,4.919981
7484.0,LaReina,3,1,75.0,205.0,3,Unne,99.78667,8.920523,5.32301
4241.0,PuenteAlto,3,2,99.0,152.0,3,Unne,42.838383,8.352554,5.0238805
3603.0,SanJoaquín,6,2,160.0,200.0,3,Unne,22.51875,8.189522,5.2983174
5700.0,PuenteAlto,4,3,105.0,220.0,2,Movahome Corredores Integrados,54.285713,8.648221,5.3936276
1441.0,SanBernardo,5,3,60.0,79.0,1,Unne,24.016666,7.2730927,4.3694477
15100.0,Vitacura,4,3,133.0,247.0,2,Mi Llave,113.53384,9.62245,5.5093884
3465.0,Maipú,4,1,100.0,300.0,2,Mi Llave,34.65,8.150468,5.7037826
1718.0,LaFlorida,2,1,74.0,60.0,2,Mi Llave,23.216217,7.448916,4.0943446
18000.0,LoBarnechea,4,4,170.0,270.0,2,Urbalia,105.882355,9.798127,5.598422
2280.0,PadreHurtado,3,1,50.0,90.0,1,Hudson Propiedades,45.6,7.7319307,4.4998097
12500.0,Huechuraba,5,4,165.0,403.0,2,Easyprop,75.757576,9.433484,5.9989367
1885.0,Quilicura,2,1,65.0,82.0,1,Margarita Leiva Catalan,29.0,7.541683,4.406719
5269.0,Quilicura,4,2,80.0,95.0,3,Hudson Propiedades,65.8625,8.569596,4.553877
7950.0,Pudahuel,4,3,136.0,455.0,3,Propital,58.455883,8.980927,6.1202974
2050.0,Colina,3,2,78.0,78.0,1,Urbalia,26.282051,7.625595,4.356709
10000.0,LaFlorida,4,4,110.0,195.0,2,Houm,90.90909,9.2103405,5.273
12888.0,Ñuñoa,5,2,144.0,300.0,3,Desconocido,89.5,9.464052,5.7037826
22000.0,LasCondes,5,5,210.0,500.0,2,Desconocido,104.7619,9.998797,6.214608
22000.0,LasCondes,5,5,210.0,500.0,2,Rento Spa,104.7619,9.998797,6.214608
2550.0,SanBernardo,2,1,80.0,126.0,1,Domus Spa,31.875,7.8438487,4.836282
4435.0,SanBernardo,4,1,100.0,260.0,3,Domus Spa,44.35,8.397283,5.560682
15700.0,LasCondes,3,3,138.0,161.0,2,Desconocido,113.76811,9.661416,5.081404
6900.0,LaCisterna,3,1,234.0,234.0,1,Desconocido,29.487179,8.839276,5.4553213
7450.0,Huechuraba,4,4,140.0,191.0,2,Nieto & Stone Propiedades,53.214287,8.915969,5.2522736
2079.0,Colina,4,1,83.0,120.0,1,Patricio Gajardo propiedades,25.048193,7.6396422,4.787492
2495.0,Colina,4,1,80.0,118.0,2,Patricio Gajardo propiedades,31.1875,7.822044,4.7706847
1247.0,Colina,2,1,44.0,58.0,1,Patricio Gajardo propiedades,28.34091,7.128496,4.060443
5200.0,LaFlorida,7,5,220.0,260.0,2,Desconocido,23.636364,8.556414,5.560682
4180.0,PuenteAlto,3,3,90.0,155.0,3,Propital,46.444443,8.338066,5.043425
4435.0,Quilicura,4,2,115.0,145.0,3,Easyprop,38.565216,8.397283,4.9767337
9147.0,LasCondes,4,2,110.0,256.0,2,Master Propiedades,83.15455,9.1211815,5.5451775
4690.0,PadreHurtado,3,3,77.0,136.0,2,Todo Propiedades,60.909092,8.453188,4.912655
2633.0,Talagante,3,2,110.0,97.0,2,Unne,23.936363,7.8758793,4.574711
4241.0,LoPrado,6,3,123.0,162.0,2,Unne,34.479675,8.352554,5.0875964
18400.0,LasCondes,5,4,180.0,300.0,2,Berrios Zegers,102.22222,9.820106,5.7037826
7000.0,Buin,3,3,230.0,96.0,2,Unne,30.434782,8.853665,4.564348
18500.0,LasCondes,4,3,175.0,493.0,3,Easyprop,105.71429,9.825526,6.200509
13490.0,LasCondes,3,2,186.0,480.0,3,Easyprop,72.52688,9.509704,6.173786
6800.0,Buin,4,3,110.0,202.0,3,Mauricio Pino Propiedades,61.81818,8.824677,5.3082676
3575.0,Maipú,3,2,85.0,193.0,2,Mi Llave,42.058823,8.181721,5.26269
14800.0,Colina,4,3,185.0,659.0,2,Nexxos,80.0,9.602383,6.4907236
15900.0,LaReina,4,3,155.0,448.0,3,ProUrbe Manquehue,102.58064,9.674074,6.104793
13490.0,Ñuñoa,4,3,171.0,416.0,3,Mi Llave,78.888885,9.509704,6.0306854
4296.0,PuenteAlto,5,2,260.0,258.0,3,Desconocido,16.523077,8.365439,5.5529594
2356.0,LaFlorida,2,1,50.0,100.0,1,Desconocido,47.12,7.7647204,4.6051702
6700.0,Pudahuel,3,3,115.0,212.0,2,Desconocido,58.260868,8.809863,5.3565865
4850.0,SanBernardo,4,3,85.0,185.0,2,Desconocido,57.058823,8.486734,5.220356
7790.0,Maipú,4,3,117.0,182.0,4,Desconocido,66.5812,8.960596,5.2040067
6200.0,Peñalolén,4,3,100.0,180.0,2,Todo Propiedades,62.0,8.732305,5.192957
4158.0,Maipú,3,1,60.0,186.0,1,Amgprop,69.3,8.332789,5.2257466
2772.0,Pudahuel,4,2,84.0,128.0,1,Corretajes Prosal,33.0,7.9273243,4.8520303
6929.0,Maipú,3,3,152.0,275.0,1,Corretajes Prosal,45.585526,8.843471,5.616771
3880.0,SanMiguel,3,1,77.0,167.0,1,Desconocido,50.38961,8.263591,5.117994
3850.0,SanBernardo,4,3,95.0,120.0,2,Unne,40.526318,8.255829,4.787492
5405.0,Lampa,3,3,120.0,200.0,1,Desconocido,45.041668,8.595079,5.2983174
1386.0,LaFlorida,2,1,66.0,60.0,1,Unne,21.0,7.234177,4.0943446
9200.0,LaReina,3,2,92.0,420.0,5,Unne,100.0,9.126959,6.0402546
1802.0,PuenteAlto,3,1,65.0,98.0,1,Movahome Corredores Integrados,27.723078,7.4966526,4.5849676
6400.0,Peñalolén,3,3,100.0,196.0,2,Mi Llave - LITE,64.0,8.764053,5.278115
3950.0,Colina,3,2,62.0,62.0,3,Urbalia,63.70968,8.281471,4.1271343
3950.0,LaFlorida,4,1,112.0,115.0,1,Brokers Inmobiliarios,35.267857,8.281471,4.744932
2217.0,Lampa,3,1,55.0,100.0,3,Grupo Premium Propiedades Santiago,40.30909,7.7039104,4.6051702
